id,source,prefecture,region,agency,agency_type,title,category,bid_method,announced_date,deadline,budget,spec_status,spec_reason,winner,win_price,detail_url,external_id
5183,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,姫路（７）２１７号建物内部改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072238.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTQwNAo=
5184,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,久居（７）車両整備工場ほか照明設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072367.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM5NAo=
5185,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,信太山（７）信太山射撃場管理棟空調設備補修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072958.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM5MQo=
5186,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,本部庁舎シャワー室等改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072888.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM4OAo=
5187,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,和歌山（７） 小池宿舎浴室等内部改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072599.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM4NQo=
5188,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,守山（７）構内施設照明改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073120.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM3Nwo=
5189,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,外灯等ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko072625.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM3Mwo=
5190,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,日本原（７）滝本宿舎電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073331.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM2OAo=
5191,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,＜再度＞出雲（７）中荒木宿舎電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073332.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM2Mgo=
5192,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,福知山（７）５８号建物ほか電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073419.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM2MQo=
5193,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大久保（７）２０１号建物内壁撤去等工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073455.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM2MAo=
5194,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,駐屯地放送設備補修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073420.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM1Nwo=
5195,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）警備システム用屋外電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073319.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM1Ngo=
5196,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２１４号内部改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073187.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM1NAo=
5197,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,守山（７）１３９号保管庫照明設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073640.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM1MQo=
5198,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,駐屯地内電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073210.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM0OAo=
5199,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,教習所舗装補修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073641.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM0NAo=
5200,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,善通寺（７）３００号建物ほか電気改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073819.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTM0MQo=
5201,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,日本原（７）廠舎便所改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073659.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMzOAo=
5202,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２１７号便所改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073685.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMzNwo=
5203,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）３００号建物照明設備改修工事（その２）,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073589.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMyMAo=
5204,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）２０８号建物照明設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073588.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMxOQo=
5205,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２４８号建物事務所ほか空調設備取替工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073371.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMxNgo=
5206,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,福知山（７）１３８号建物便所改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073649.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMxMAo=
5207,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,千僧（７）１４８号建物ほかＬＥＤ化工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073660.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMwOAo=
5208,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,出雲（７）８８号建物内装等改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073713.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMwNQo=
5209,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,出雲（７）駐屯地構内電気設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074056.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMwMQo=
5210,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大津（７）１３３号建物空調機設置工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073842.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTMwMAo=
5211,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,守山（７）１号庁舎照明設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073749.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI5OQo=
5212,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）２１８号建物空調機改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073930.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI5Mwo=
5213,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２４６号建物ほか換気設備等補修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073583.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI5MAo=
5214,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,公務員宿舎改修電気工事ほか,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073732.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI4OQo=
5215,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,善通寺（７）２４３号建物内部改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073929.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI4Mgo=
5216,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２７９号建物ほか電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074245.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI4MAo=
5217,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大久保（７）２０１号建物内壁撤去等工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077658.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI3NQo=
5218,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,＜変更＞ 大久保（７）２０１号建物内壁撤去等工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077693.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI3NAo=
5219,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,自衛隊奈良地方協力本部電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073949.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI3MAo=
5220,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,１号建物シャワー室改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko073951.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI2OAo=
5221,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大久保（７）駐屯地電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077657.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI2Mwo=
5222,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,６号受電所等便所改修工事（令和７）,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074094.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI2Mgo=
5223,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,千僧（７）駐屯地電気幹線改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077682.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI0OQo=
5224,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,日本原（７）宿舎共用部非常用照明器具取替工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077616.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI0NQo=
5225,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,＜変更＞日本原（７）宿舎共用部非常用照明器具取替工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077683.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI0NAo=
5226,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,公務員宿舎改修電気工事Ｎｏ１,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077884.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI0Mgo=
5227,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大久保（７）２５８号建物外ＬＥＤ化工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077919.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTI0MQo=
5228,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,今津（７）１３７号建物ほかＬＥＤ更新工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074282.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIzMwo=
5229,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,正門庭園灯ＬＥＤ化ほか改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077809.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIzMAo=
5230,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,善通寺（７）２４３号建物内装整備工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077839.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIyNAo=
5231,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,春日井宿舎４号棟階段踊場照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077904.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIyMgo=
5232,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,春日井宿舎１号棟階段踊場照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077905.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIyMAo=
5233,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,春日井宿舎２号棟階段踊場照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077903.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxOAo=
5234,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,春日井宿舎３号棟階段踊場照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077906.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxNgo=
5235,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２６８号建物ほかトイレ改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074231.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxNAo=
5236,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）警備システム用屋外電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077838.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxMwo=
5237,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,明野（７）飛行場用信号線取替工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078059.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxMgo=
5238,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,明野（７）１４２号建物高圧配線用配管工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078058.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxMQo=
5239,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,出雲（７）８５号建物空調機改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078032.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIxMAo=
5240,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大久保（７）２１１号建物ほか便所改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078104.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIwOQo=
5241,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,＜変更＞２３号生活隊舎女性居室改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078576.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTIwMgo=
5242,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,屋外電灯改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077747.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE5OQo=
5243,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,出雲（７）８７号建物ほか照明ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078128.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE5Nwo=
5244,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,明野（７）外灯ほか照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078127.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE5Ngo=
5245,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）３００号建物ほか電気設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078352.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE5NAo=
5246,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,第２山口宿舎電気設備等改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077920.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE5Mgo=
5247,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２８０号建物ＬＥＤ化改修工事（その２）,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko077621.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE3OQo=
5248,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,大豆田宿舎照明器具ＬＥＤ化改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078839.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE2OAo=
5249,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,屋外通信線路整備工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078838.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE2Nwo=
5250,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,（７）１７５号建物ほか電気設備改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078904.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE1Nwo=
5251,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,出雲（７）７１号建物浴場改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078656.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE1Ngo=
5252,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,福知山（福知山（７）新警備システムに伴う電源改修工事）,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko078250.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTE1NQo=
5253,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,２００号建物鋼製建具塗装工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko079694.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTEyNgo=
5254,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,日本原（８）駐屯地ほか空調電源改修工事,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko080562.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNTEwMQo=
5255,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,電気工事用トルクアダプタセット ほか５５件,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko074029.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wNDY4MAo=
5256,官公需API,兵庫県,近畿,防衛省陸上自衛隊中部方面会計隊,国の機関,令和８年度通信教育の受講（第二種電気工事士）ほか２６件,電気工事,,2026-04-26,,,unknown,,,,https://www.mod.go.jp/gsdf/mae/mafin/k/ko080274.pdf,KKJ-Z292My9tb2RfZ3NkZl9tYWVfbWFmaW4vMjAyNi8yMDI2MDQyNl8wMzAwNAo=
